RT,IBD_1,IBD_2,IBD_3,IBD_4,IBD_5,IBD_6,IBD_7,IBD_8,IBD_9,IBD_10,IBD_11,IBD_12,IBD_13,IBD_14,IBD_15,IBD_16,IBD_17,IBD_18,IBD_19,IBD_20,IBD_21,IBD_22,IBD_23,IBD_24,IBD_25,IBD_26,IBD_27,IBD_28,IBD_29,IBD_30,IBD_31,IBD_32,IBD_33,IBD_34,IBD_35,IBD_36,IBD_37,IBD_38,IBD_39,IBD_40,IBD_41,IBD_42,IBD_43,IBD_44,IBD_45,IBS_1,IBS_2,IBS_3,IBS_4,IBS_5,IBS_6,IBS_7,IBS_8,IBS_9,IBS_10,IBS_11,IBS_12,IBS_13,IBS_14,IBS_15,IBS_16,IBS_17,IBS_18,IBS_19,IBS_20,IBS_21,IBS_22,IBS_23,IBS_24,Normal_1,Normal_2,Normal_3,Normal_4,Normal_5,Normal_6,Normal_7,Normal_8,Normal_9,Normal_10,Normal_11,Normal_12,Normal_13,Normal_14,Normal_15,Normal_16,Normal_17,Normal_18,Normal_19,Normal_20,Normal_21,Normal_22,Normal_23,Normal_24,Normal_25,Normal_26,Normal_27,Normal_28,Normal_29
12.5,4802419,4810126,4810338,4813709,4805218,4804983,4802580,4804402,4802718,4811758,4808215,4809880,4802590,4836006,5412475,5121338,4805162,4806120,4906584,4800000,4806848,4818750,4808875,4802767,4822468,4807894,4802405,4802722,4823324,4805174,4815336,4815600,4821288,5060890,4834032,4800000,4802394,4810325,4805988,4802607,4805174,4803074,4806224,4809657,4804432,4878110,4810486,4802619,4810672,4809616,4800000,4800000,4802491,4811592,4805961,4802693,4811488,4808002,5013716,4804828,5152894,4808626,4808080,4805308,4811368,4800000,4805026,4998347,4806136,4805596,4810522,4804772,4800000,4800000,4810378,4814808,4840166,4987164,4805370,4807552,4805150,4802484,4812873,4808718,4806647,6027831,4814518,4809140,4802484,4811640,4802676,4810786,4881080,4808448,4811132,4810458,4805832,4808654
13,4804838,4810126,4807760,4808233,4810424,4809966,4800000,4806605,4805436,4805886,4808215,4809880,4800000,4836006,7864476,5121333,4807745,4806120,4908638,4800000,4804568,4812508,4805922,4811056,4825664,4807894,4800000,4805439,4817512,4802587,4810229,4810410,4815982,5058706,4834032,4800000,4804783,4805170,4808976,4805214,4807756,4809215,4812432,4807248,4806645,4870401,4810486,4802619,4810672,4809616,4808258,4804858,4804982,4802901,4811922,4800000,4802875,4805333,5008712,4804828,5155179,4804316,4805390,4805308,4802845,4807593,4800000,4998347,4806136,4811192,4805261,4802386,4800000,4800000,4810384,4804944,4840166,4984756,4810740,4805033,4802575,4800000,4807731,4802181,4806647,7684478,4814514,4809140,4804968,4811633,4805352,4808092,4878009,4808448,4808352,4813065,4802916,4811534
13.5,4802419,4805063,4810344,4805492,4807821,4807477,4810310,4806605,4808149,4811758,4805475,4804940,4800000,4830892,8102416,5123876,4805162,4803060,4908638,4800000,4809128,4809391,4808875,4808295,4819272,4805266,4802405,4810878,4823324,4810338,4805122,4813005,4810666,5063070,4831915,4800000,4800000,4805170,4805988,4807816,4807756,4809215,4806216,4804834,4802216,4867828,4807867,4802619,4808007,4802406,4800000,4802429,4802491,4805802,4805961,4802693,4811488,4802669,5003696,4807237,5152894,4806471,4813454,4810606,4802845,4807593,4805026,5000764,4806136,4808397,4805261,4804772,4800000,4804760,4807790,4807412,4840166,4984756,4810740,4800000,4800000,4804968,4807731,4808718,4804430,7517583,4819340,4809140,4802484,4814540,4805347,4813474,4874938,4808448,4802786,4813065,4802916,4802887
14,4800000,4802534,4805176,4805492,4807821,4809966,4805155,4811000,4805436,4811758,4805475,4804944,4802590,4830892,7893636,5121338,4805162,4803060,4906584,4800000,4809128,4812516,4800000,4802767,4822468,4810522,4802405,4808161,4817512,4807756,4800000,4813005,4813324,5060890,4834032,4800000,4800000,4805170,4805988,4800000,4805169,4809215,4806216,4809662,4800000,4870401,4805243,4802619,4813332,4807214,4802755,4804858,4802491,4800000,4802984,4800000,4805750,4800000,5006204,4804823,5152894,4804316,4808080,4805308,4802845,4807593,4802513,4995930,4809197,4811192,4805261,4802386,4800000,4804760,4805192,4804944,4840166,4982343,4805370,4805038,4805150,4807447,4802579,4806540,4800000,7340458,4816929,4806857,4807447,4811640,4802676,4810786,4878009,4802818,4811132,4813065,4802916,4802887
14.5,4804833,4802534,4810338,4813709,4807821,4824806,4823133,4808801,4808149,4811758,4805480,4804940,4807765,4828330,7741680,5121338,4800000,4809172,4906584,4800000,4809128,4806266,4802961,4805528,4825664,4815766,4804805,4810872,4820418,4810338,4807678,4815600,4810666,5069602,4838257,4800000,4807177,4800000,4802994,4800000,4807756,4812282,4809328,4812071,4808858,4878110,4805248,4805238,4807996,4812014,4816486,4807274,4804982,4802901,4808945,4802693,4802875,4810666,5018691,4802414,5152894,4804316,4810770,4823805,4808529,4810116,4802513,5000764,4806136,4813980,4800000,4809536,4807468,4811885,4805196,4802472,4847192,4994380,4805376,4810066,4802575,4804968,4800000,4804362,4800000,7210886,4814518,4809140,4814871,4808733,4813360,4821521,4941476,4805636,4805572,4810438,4802916,4805767
15,4809666,4805068,4823206,4810974,4805218,4866570,4830814,4800000,4810862,4814687,4802740,4809880,4810350,4843657,7626371,5123887,4800000,4809172,4908638,4802966,4818225,4812516,4817722,4805534,4828851,4821000,4812007,4819006,4829120,4810338,4812785,4823365,4821288,5071775,4848803,4802583,4811951,4805170,4808976,4807816,4805174,4803074,4812432,4816885,4813273,4878110,4810486,4805238,4821296,4828748,4827423,4814548,4817395,4811585,4805968,4805386,4808619,4818624,5033630,4800000,5157464,4808626,4813454,4831688,4817032,4812643,4807525,4998347,4812258,4830657,4815761,4816659,4819872,4828442,4810384,4814808,4856542,5003968,4805376,4820094,4810292,4804968,4810300,4810893,4813278,7134416,4819340,4813700,4837036,4823226,4821346,4832217,4994908,4805636,4816678,4810458,4805832,4811534
15.5,4809666,4805063,4815500,4808233,4807821,4854366,4828248,4802203,4808149,4817616,4808215,4809880,4810350,4838558,7553732,5121338,4805162,4806120,4910689,4800000,4818228,4809391,4808875,4802767,4828851,4815766,4809610,4816295,4826222,4810338,4815336,4823365,4818635,5073948,4842482,4807745,4816718,4805170,4805988,4805214,4807756,4812282,4812432,4814480,4811067,4880673,4810486,4805238,4821296,4823978,4830154,4812128,4807468,4817361,4811915,4805386,4808619,4815982,5026182,4800000,5152889,4817228,4816133,4829066,4814200,4815166,4807534,5003177,4809197,4827886,4815766,4823782,4829754,4816626,4812972,4812344,4851869,4999180,4810740,4817590,4810292,4800000,4810304,4813068,4811071,7536822,4819340,4813700,4834584,4820333,4816026,4832222,4974340,4808436,4813905,4820876,4808741,4811534
16,4807252,4805063,4815500,4810974,4805212,4849464,4825702,4808804,4808149,4820539,4805480,4807412,4810345,4843657,7520267,5128979,5176762,4812224,4906584,4802966,4818228,4818750,4805922,4800000,4828851,4813144,4802405,4819006,4834904,4807756,4805122,4815600,4823935,5069602,4840371,4800000,4809566,4805170,4805988,4805214,4805174,4812282,4812432,4875679,4811067,4883236,4805248,4805238,4821302,4816805,4821966,4804858,4807468,4808697,4805968,4805386,4805750,4810666,5023690,4802414,5155179,4815079,4821496,4821166,4814200,4810120,4802513,4998347,4806136,4825110,4818383,4816668,4819872,4818994,4807790,4807412,4849534,4999174,4810740,4812576,4802575,4802484,4810304,4810893,4813282,7593053,4816929,4809140,4824743,4820333,4894712,4832222,4953589,4811254,4811125,4815672,4805832,4811534
16.5,4833582,4802534,4901668,4810974,4846590,4973838,4830794,4815383,4810862,4820539,4805480,4812344,4807765,4843657,7438973,5121338,6105976,4812224,4904530,4802966,4818228,4828023,4805922,4811056,4825664,4815766,4842843,4805444,4829120,4810338,4817872,4820780,4831866,5073944,4842482,4800000,4816718,4805170,4811964,4805214,4812904,4818392,4812432,5144952,4811067,4913461,4805248,4800000,4818647,4976108,4827423,4809703,4817386,4811592,4808945,4810762,4805750,4810666,5018705,4807237,5155179,4806471,4813443,4826416,4864132,4810120,4802513,5000760,4821396,4830646,4815761,4814294,4817395,4828426,4805196,4807412,4847196,4994380,4805376,4807552,4815422,4817346,4807731,4804362,4808858,7435618,4843260,4813696,4837010,4817440,5654894,4826880,4980015,4805630,4811125,4810458,4805832,4805774
17,4866950,4810126,5056375,4819173,4937326,5347882,4886390,4935628,4837816,4849395,4805480,4822172,4812920,4876562,7361811,5123887,6407584,4839512,4910689,4847066,4840822,4874156,4927138,4843798,4825664,4852186,4894541,5047719,4834904,4823201,5074228,4859251,5459400,5099785,4846698,4838362,4887232,4846156,4829690,4836204,4833449,4872785,4818624,5249226,4811067,5046899,4854533,4820890,4852675,5117914,5043163,4819377,4864062,4814480,4847241,4848080,4814350,4813324,5021202,4852606,5191435,4808623,4926384,4868190,5625344,4822717,4895954,5027165,4905244,4858215,4847018,4828510,4824818,4964038,4902050,4822127,4858863,5044298,4960948,4815080,4925635,4819816,4835892,4938362,4826504,7315506,4911286,4845412,4859002,4817440,5947854,4866621,5155907,4898107,4855180,4820871,4829024,4837282
17.5,4885788,4800000,5128219,4821902,4952196,5385942,4886394,4967132,4837822,4931991,4816408,4829536,4818085,4866484,7303758,5134059,6481439,4906897,4912730,4972077,4858826,4874156,5064062,4881763,4822468,4852192,4913180,5193110,4829120,4830892,5941915,4866950,5667826,5142520,4850908,4878981,4898840,4853792,4865104,4854240,4830892,4878762,4827883,5275654,4806645,5042096,4862302,4828680,4945575,5149839,5128071,4838591,4866494,4811585,4882284,4861253,4817212,4813324,5023694,4857378,5211674,4817228,4997336,4875914,5662358,4825230,4963439,5039116,4908195,4860956,5026747,4835596,4829750,5008654,5005082,4839310,4865854,5065436,5028995,4822595,4957622,4814876,4871306,4982066,4822102,7251186,4985255,4849918,4868728,4826100,5952779,4887668,5177529,5072513,4849716,4828661,4866259,4845826
18,5183168,4957162,5275563,4967877,5179700,5697103,5123761,4973337,5008965,4991844,4900430,5045349,4926562,5020324,7367049,5224476,6547213,5111840,5008312,5018052,4892030,5122864,5015656,4931537,4914831,5020885,5126312,5252966,4920100,5016259,5923364,4970120,5723335,5171972,5076666,4920935,4942072,4958621,4885383,4899427,5122801,5064546,5066385,5377235,4971613,5323096,4943134,4846772,4975612,5440757,5232009,5055124,5076909,4857119,4907962,4991971,4926882,4910692,5140023,5019062,5276659,4867912,5050778,5189113,5732623,4965920,4996066,5131169,5172473,5193625,5081790,5015325,4908620,5185444,5072854,4882439,4977922,5209894,5079367,4854906,5060164,4834513,4866276,5093000,4978803,7283450,5076612,4970010,5131604,4877186,6173397,4990793,5338067,5112688,5089037,4871955,4974416,4994037
18.5,5357535,5257408,5562014,5267688,5424454,5853142,5425070,5215782,5263707,5161400,5346423,5232155,5225809,5344233,7399210,5626665,6786669,5320996,5280551,5229084,5131593,5393326,5432721,5125745,5111440,5335421,5329364,5635521,5264449,5340066,6132270,5308901,6014698,5431421,5190528,5315365,5067813,5241580,5263220,5291737,5377444,5364886,5334898,5554751,5463852,5469130,5248782,5175386,5384864,5601557,5624960,5283633,5243620,5291161,5230517,5284526,5236904,5295388,5525490,5410412,5567932,4989559,5415328,5413747,6039580,5318030,5243136,5385032,5502204,5395276,5259664,5297528,5206154,5504220,5436025,5279583,5250916,5437407,5362166,5167472,5393602,4916778,5186626,5347834,5149924,7224184,5260280,5140350,5417225,5271018,6317536,5167827,5592998,5449463,5352910,5256142,5235762,5333094
19,5191061,5207666,5408090,5224212,5341251,5754875,5379892,5256118,5217771,5344103,5427268,5234832,5259330,5308057,7307322,5722876,6833412,5240931,5209224,5524609,5061633,5453425,5627770,5300221,5326847,5259016,5218538,5691969,5334528,5265087,6236488,5386947,5935866,5414760,5112507,5301173,5145770,5226004,5411060,5320106,5256528,5335231,5313172,5426850,5387678,5357954,5251338,5244001,5539161,5520714,5613908,5182210,5197232,5403999,5280908,5239344,5253336,5302690,5656461,5402597,5550391,5097703,5509225,5408269,5985731,5329751,5249377,5313251,5448342,5487592,5595194,5393652,5333176,5380660,5558638,5363914,5195474,5501140,5456599,5248375,5329666,4916778,5385773,5340068,5152182,7140078,5250294,5061948,5331575,5515890,6177219,5199360,5478318,5476344,5287089,5324247,5396874,5493782
19.5,5110646,5072110,5335989,5114922,5207409,5636840,5234143,5119105,5087909,5272422,5273256,5130236,5144430,5173247,7235462,5797721,6825433,5129036,5112865,5378390,5000694,5518701,5425326,5203576,5224272,5086512,5106891,5520703,5176564,5175311,6083898,5460268,5796174,5329924,5012661,5221378,5034130,5095667,5264663,5155296,5114260,5183441,5163836,5333620,5114687,5278299,5134724,5161329,5675892,5382298,5480221,5111856,5101502,5261664,5160367,5114176,5118364,5172147,5697937,5211345,5433403,4996486,5362939,5317354,5795766,5132788,5165700,5191335,5282840,5547933,5511892,5221491,5197301,5310861,5434244,5236961,5052233,5355974,5336280,5173018,5220315,4912012,5289510,5195732,5034412,7074146,5126360,4958020,5261823,5598618,5986557,5061704,5384151,5337783,5145937,5201813,5247214,5595134
20,5020794,5009678,5242014,5028641,5126006,5554777,5185775,5033002,5051211,5148359,5157668,5061533,5070675,5107496,7176731,5818308,6803302,5083220,5035250,5263602,4947017,5550606,5321038,5119590,5130731,5022208,5028493,5448926,5082128,5089026,5959682,5486168,5680909,5242102,4982628,5111661,4976297,5051461,5156552,5072370,5072702,5117048,5079222,5269587,5038232,5209606,5069265,5054520,5709088,5323596,5365110,5021680,5049756,5181249,5087340,5061308,5043891,5092698,5736796,5118824,5379940,4939266,5244488,5202439,5712984,5074224,5072322,5150806,5188034,5580522,5387880,5151317,5132334,5218791,5297525,5147660,5017298,5284492,5234244,5075150,5140304,4921519,5131536,5116398,4974389,7018611,5054602,4934127,5157733,5670140,5931306,5012568,5306436,5231545,5104408,5099075,5152955,5625811
20.5,4982620,4981397,5202514,5008476,5098211,5481450,5125037,5006403,4998924,5099384,5092534,5014007,5018771,5070405,7128013,5847844,6794162,5047497,5015525,5173858,4920854,5541430,5231008,5062940,5079786,4990551,5004020,5357403,5039943,5046934,5849787,5496043,5617148,5221680,4948207,5070102,4940134,5001687,5085573,5029682,5013762,5078948,5017481,5249241,4965974,5191542,5021509,5025894,5754419,5269683,5325385,4992438,5001672,5085083,5047144,5024513,5017651,5042135,5756822,5066756,5348477,4897745,5182625,5147510,5644473,5007163,5026553,5121042,5119164,5602602,5288055,5089896,5058844,5161081,5252211,5090558,4970753,5234769,5174764,5020096,5110806,5311946,5069626,5075018,4934433,6971082,5036875,4910015,5118408,5719553,5845407,4982524,5285959,5193389,5052011,5063877,5086456,5672018
21,4966714,4957602,5171297,4975316,5063110,5446842,5097580,4973367,4983790,5067857,5040703,4991072,4999657,5042254,7092994,5884180,6775735,5016865,4997641,5143108,4912072,5405556,5198561,5035318,5042182,4958499,4972591,5315770,5018606,5018548,5807963,5511760,5574737,5199022,4938010,5034860,4931010,4989683,5042508,4991186,4987391,5048570,5003202,5220469,4942821,5150419,5004543,4984712,5770483,5220781,5271349,4969685,4990100,5048626,5025434,4994693,4991150,5000458,5771295,5024832,5314460,4887282,5126358,5114813,5584068,4981280,5012669,5107177,5097555,5632406,5255317,5044364,5036122,5135962,5190494,5045789,4959538,5206250,5144386,5001480,5073952,5358072,5032089,5049042,4921680,6982751,5012320,4894556,5087337,5756468,5795006,4967396,5249580,5142365,5029206,5020945,5047114,5689808
21.5,5004713,4948022,5571280,5305071,5072536,5556885,5090634,4962964,5011220,5046644,5025670,5024991,5343759,5211603,7166772,5947914,6764382,5050278,4985660,5096264,5190929,5752712,5155451,5007408,5053610,4970794,4977112,5289053,5062873,5048849,5751427,5493989,5543472,5211274,5206945,5030101,4919566,5006235,5037095,4976610,5069031,5073462,4980168,5449318,5049985,5279967,5058812,4962644,5797011,5367929,5322330,5210519,5094828,5019547,5009022,5312494,4996373,5020164,6020956,5009238,5320849,4883076,5102544,5673681,5567673,5025141,5003364,5097905,5105548,5809886,5206393,5024674,5015511,5415137,5159050,5027700,5003456,5341179,5113684,5022177,5134750,5204829,5001202,5080479,4951034,7109381,5010076,5100625,5629602,5805668,5991084,4957248,5265032,5130045,5290028,5072236,5031234,5726884
22,5357562,5213022,7349106,6804276,5591608,6800189,5469850,5123690,5920617,5332544,5295355,6184572,7232804,7609908,7256886,6079924,7065544,5604170,5199041,5165243,6206976,7271625,5255658,5106039,5865732,5801540,5481546,5641224,6936337,5689416,5775073,5461618,5658716,5775022,7105229,5405474,5819719,6446903,5510582,5402387,6343598,5921968,5397485,6431094,7114213,5963102,6561234,5370137,6333704,7200016,6533037,6597334,6528972,5864713,5142037,6767910,5203169,6218415,6897183,5285941,6486260,5599842,5156496,6872662,5803469,6459660,5384946,5233719,5547094,6256581,5943460,6453917,6133853,7176074,5261008,5920684,6473921,7412910,5203091,6738081,5437149,5166464,5057178,5383012,5928865,7110352,5214486,6786878,7777947,6108564,7498073,4989872,5473594,5272040,7122186,5526006,5260738,6038218
22.5,5710135,5749384,7985124,7579831,6221597,7261576,5930194,5889105,6806866,6472152,6082005,7020600,8078456,8459026,7203585,6308912,7776171,6135412,5622482,5535604,7933856,7832904,6083279,5377215,7631416,6629704,6398997,6468452,7806489,6601359,6214724,5805632,6040432,6888998,7800300,6292354,7557992,7233050,6931199,6612278,7190968,7073426,6376717,7196489,8021307,6645835,7311812,6754277,7005087,8116179,7138068,7500910,7196466,7576526,5983654,7580337,6015964,7746887,8278700,5877712,7812882,6647446,5607480,8172655,6262545,7623512,6035796,5841368,6275093,6905505,7072193,8190288,7786241,7886536,5752881,7849848,7553508,8321438,5874891,8046472,6303273,5140229,5709540,6156806,6860080,7042271,5684097,7715254,8161453,7758810,8055168,5203968,5773819,6257991,7873774,7302309,6695933,6315750
23,5747724,5892878,7975166,7579169,6227638,7379791,5973729,6095255,6811630,7043854,6234720,7123967,8077740,8488801,7159916,6393149,7820186,6097236,5680006,5833683,8017126,7722184,6347318,5815458,8054167,6696147,6441980,6653034,8049645,6750936,6427020,5904104,6183129,7283996,7750270,6619568,7879287,7663740,7593949,6855120,7186925,7105033,6503263,7232877,8239612,6718920,7470735,7058664,7545430,8100664,7309464,7577459,7339473,7950468,6249533,7587995,6202700,7810942,8279975,5971134,7863550,6986988,5859323,8132313,6309276,7778588,6261571,6077050,6499454,6868775,8029180,8321693,7939525,7868695,5968205,8075108,7635339,8370978,6181800,8243636,6397608,5113994,6096973,6275040,6913380,7012447,5762504,7712296,8163058,8030831,8012009,5349025,5829085,6469620,7816804,7627202,7220316,6519744
23.5,5700670,5842125,7856778,7444082,6182312,7244712,5911331,6065243,6707077,7003570,6182104,6991019,8000299,8372557,7152599,6271864,7736500,6026963,5645277,5852737,7909856,7597669,6343518,5808401,7942204,6591713,6369942,6578573,7881490,6643795,6460071,5867663,6119578,7219542,7557010,6513666,7738913,7520690,7478562,6784336,7046315,6956472,6462311,7176607,8089084,6611640,7303809,6969738,7442957,7985919,7165160,7439108,7180164,7810724,6276117,7432909,6159743,7676085,8129558,5926957,7723304,6929959,5842074,8055938,6247117,7636124,6231782,6054236,6427228,6773598,7960414,8252159,7803242,7717462,5945834,7962550,7458815,8263990,6144944,8129377,6339573,5113994,6090994,6205298,6809022,6974706,5760869,7618137,8044254,7989516,7861107,5364184,5801082,6386293,7640268,7519734,7176847,6514673
24,5664668,5783600,7750421,7331968,6100556,7119758,5850486,5981552,6584434,6855426,6095913,6862343,7866625,8280666,7100484,6181947,7648140,5959635,5598817,5811452,7819917,7458043,6276668,5777662,7833411,6488390,6253775,6473771,7803801,6544764,6396684,5813661,6086278,7073531,7418209,6451810,7617122,7399758,7399529,6661975,6955238,6827205,6367264,7068593,7946719,6518690,7230101,6814960,7334982,7855551,7087304,7324319,7113846,7674152,6184140,7364338,6085566,7520402,7959685,5861495,7614512,6849754,5798275,7929081,6172358,7524884,6183518,6003316,6351523,6693435,7883061,8128886,7632698,7586739,5883978,7810868,7373988,8146309,6073590,8009242,6234698,5113994,6010605,6125585,6715690,6919252,5735868,7516183,7946430,7829594,7742352,5353400,5766490,6273619,7532504,7350965,7037023,6500618
24.5,5629903,5740693,7645716,7218215,6050786,7067823,5823615,5927080,6537873,6767078,6059976,6807593,7763855,8208261,7044034,6090664,7585534,5921372,5567970,5773088,7727549,7406458,6213157,5725987,7719589,6426254,6191142,6415028,7686324,6469023,6341329,5793040,6033752,6970061,7341468,6355504,7534821,7307555,7283269,6564442,6886243,6749532,6328950,6998513,7825879,6424709,7113763,6725962,7234094,7767014,7008099,7202118,7002589,7574967,6141350,7247612,6026691,7432952,7819370,5811917,7533962,6789637,5753616,7832388,6129160,7452238,6145412,5957487,6272482,6616463,7754470,8024516,7568383,7504892,5832160,7751839,7255234,8048968,6004540,7936374,6158634,5113994,5946252,6082690,6647150,6873536,5712261,7460544,7846535,7639352,7694086,5333866,5733413,6231520,7458118,7286543,6927117,6477365
25,5612319,5697031,7573620,7173470,6018395,6986614,5784421,5887547,6462374,6697120,6004068,6728385,7719851,8130286,6997122,6034834,7559727,5891636,5543335,5739938,7675320,7319563,6163304,5690186,7648942,6374807,6143095,6360841,7598758,6405558,6276361,5754718,6000592,6925507,7278759,6281225,7451092,7202319,7197497,6526711,6813400,6684107,6272854,6966352,7748132,6369410,7021493,6657277,7139865,7710602,6927730,7148228,6934806,7470950,6084229,7175446,5976241,7361344,7719156,5789180,7441165,6723820,5739119,7772236,6096023,7356886,6099340,5938235,6232410,6566396,7659944,7935494,7462738,7436581,5791191,7648093,7187546,8002302,5967506,7842576,6109252,5082886,5918974,6034789,6577518,6836425,5691842,7414391,7786232,7565656,7608708,5327310,5714566,6165722,7365407,7183555,6882112,6468238
25.5,5580347,5661484,7507559,7093298,5972870,6913317,5754981,5847370,6407163,6624122,5956507,6658377,7641074,8076686,6958059,5999544,7514012,5850059,5521821,5718218,7632320,7243741,6136236,5667272,7586542,6317971,6088273,6305120,7551824,6352752,6238268,5728207,5976543,6850219,7204403,6247142,7381856,7140782,7156660,6457454,6759276,6610966,6222808,6913299,7679934,6324317,6981095,6580179,7076750,7653704,6858973,7059482,6875432,7422160,6045734,7111770,5950518,7274743,7668371,5749654,7401443,6682896,5711662,7719634,6054243,7294386,6074464,5905726,6192906,6522147,7591150,7862699,7392518,7356005,5777350,7559538,7123194,7920178,5928053,7765325,6066049,5082886,5871607,5997208,6527956,6806525,5674700,7359862,7727888,7448928,7546180,5318560,5704002,6116410,7303226,7095674,6808238,6460368
26,5569590,5639857,7434332,7039122,5961729,6878315,5730442,5811114,6378231,6592497,5934840,6605792,7587142,8031722,6928333,5972180,7476470,5838572,5510167,5694216,7581962,7210305,6095750,5642150,7530910,6292279,6065404,6271742,7474752,6309294,6206353,5708574,5996981,6798550,7173063,6192727,7349570,7083931,7084464,6412400,6712827,6580772,6194068,6882382,7622366,6275494,6917833,6546276,7024033,7587292,6827499,6989875,6820007,7339785,6020155,7058647,5920916,7214282,7591309,5726282,7334228,6644257,5691330,7658093,6052623,7239534,6050734,5884337,6159104,6476758,7532946,7820694,7332724,7321082,5745883,7519298,7066592,7870166,5891257,7730129,6031206,5082886,5843372,5976064,6493038,6784257,5669528,7325384,7666988,7401319,7492283,5493418,6024322,6092818,7253272,7037158,6762856,6460368
26.5,5574978,5618036,7406726,7031041,6138443,6862955,5795923,5798907,6343493,6536266,5897592,6570927,7547302,8000932,6917990,5947942,7445051,5897071,5533353,5684154,7572093,7165746,6077649,5620676,7484012,6263533,6096658,6440984,7474752,6357287,6264410,5717493,6336792,6780625,7204327,6161374,7305707,7027763,7042888,6382974,6666292,6569291,6166442,6995428,7621590,6280955,6920726,6520077,6989848,7584942,6781807,6996921,6932954,7317106,5992529,7118358,5896231,7186558,7602274,5731297,7300892,6636868,5718811,7691240,6713204,7185935,6075749,5876044,6176785,6493211,7463702,7832698,7326388,7634980,5783960,7548598,7071712,7835794,5887880,7679069,6029629,5051400,5819810,6079978,6580039,6764772,5897298,7344775,7665870,7347594,7446204,6506636,7023279,6115976,7264068,6998876,6723914,6495184
27,5592842,5608893,7369504,7074368,6457738,6915296,5984563,5774318,6336728,6522258,5875278,6537752,7521936,8002600,6894206,5937453,7424376,5934203,5579383,5710252,7614334,7129197,6076012,5638246,7444860,6270428,6161092,7450740,7643119,6591186,6495371,5780910,7686118,6856868,7259576,6188447,7326032,7018048,7058365,6386842,6646420,6608564,6151654,7219775,7729974,6341706,7038146,6622686,7159613,7647407,6762722,7079017,7227360,7402638,5997731,7336008,5887340,7239101,7746208,5779371,7303096,6679579,5984600,7797175,7585774,7170030,6232935,5872724,6263342,6523383,7445399,8116196,7567776,8127410,6001282,7932366,7245520,7845446,5957552,7681852,6084050,5051400,5840022,6340716,6694438,6735671,6143295,7403422,7712364,7410722,7430869,8408860,8501878,6357990,7341187,7021248,6761710,6687123
27.5,5574970,5590470,7334842,7046238,6494900,6911510,6008098,5755714,6302491,6509366,5856185,6517987,7499221,7971639,6861314,5923388,7347728,5912094,5576123,5743890,7614974,7103398,6076000,5647976,7425413,6241262,6143076,7792569,7686106,6670697,6985176,5789606,8055862,6877981,7225050,6205444,7327450,6989336,7086361,6379090,6601422,6590916,6135043,7236846,7751430,6335078,7043600,6669592,7334982,7646276,6749844,7056888,7289042,7442679,6006395,7339862,5865806,7225114,7766547,5772810,7270343,6738001,6099060,7798360,7795032,7124486,6271004,5867717,6261798,6517146,7455947,8360230,7746325,8210000,6158966,8256754,7285916,7825984,5996586,7668998,6082552,5051400,5871638,6412920,6752000,6716700,6351942,7395743,7691554,7453830,7379595,8660303,8637067,6460583,7312666,7023881,6770526,6722559
28,5551554,5573774,7290355,6990988,6440609,6855215,5962637,5738524,6276088,6468793,5829867,6469557,7440749,7944702,6833733,5905650,7247441,5884170,5546639,5720179,7575131,7053983,6057675,5640210,7374630,6200325,6094008,7862037,7613864,6641846,7017296,5759991,8008965,6830868,7150971,6182765,7289552,6931368,7062920,6331961,6577347,6535611,6106522,7165700,7682424,6295990,6997317,6618152,7315999,7617658,6702885,7017167,7237123,7385468,5987302,7260583,5847734,7187219,7715370,5742985,7241498,6707568,6054170,7732755,7705686,7082778,6246758,5856016,6211960,6481890,7430090,8410882,7706259,8159317,6137158,8318851,7241563,7790135,5967464,7615835,6029629,5046866,5839998,6338852,6695202,6720922,6325216,7339078,7639620,7405454,7332226,8683781,8607090,6387748,7270771,6963241,6714788,6709047
